Accession,BioSample,Organism_Name,Species,Genus,Family,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
GU222340,,Avian nephritis virus AFBI-2010,Chicken astrovirus,Avastrovirus,Astroviridae,,VF05-01/10,109,partial,United Kingdom,United Kingdom,Gallus gallus,,"Todd,D., Trudgett,J., McNeilly,F., McBride,N., Donnelly,B., Smyth,V.J., Jewhurst,H.L., Adair,B.M., Trudgett,J.S.",2005-04,2010-07-04,ssRNA(+)
GU222341,,Avian nephritis virus AFBI-2010,Chicken astrovirus,Avastrovirus,Astroviridae,,VF05-01/12,109,partial,United Kingdom,United Kingdom,Gallus gallus,,"Todd,D., Trudgett,J., McNeilly,F., McBride,N., Donnelly,B., Smyth,V.J., Jewhurst,H.L., Adair,B.M., Trudgett,J.S.",2005-04,2010-07-04,ssRNA(+)
GU222342,,Avian nephritis virus AFBI-2010,Chicken astrovirus,Avastrovirus,Astroviridae,,VF06-01/4,110,partial,United Kingdom,United Kingdom,Gallus gallus,,"Todd,D., Trudgett,J., McNeilly,F., McBride,N., Donnelly,B., Smyth,V.J., Jewhurst,H.L., Adair,B.M., Trudgett,J.S.",2006-04,2010-07-04,ssRNA(+)
GU222343,,Avian nephritis virus AFBI-2010,Chicken astrovirus,Avastrovirus,Astroviridae,,VF06-02/8,109,partial,United Kingdom,United Kingdom,Gallus gallus,,"Todd,D., Trudgett,J., McNeilly,F., McBride,N., Donnelly,B., Smyth,V.J., Jewhurst,H.L., Adair,B.M., Trudgett,J.S.",2006-05,2010-07-04,ssRNA(+)
GU222344,,Avian nephritis virus AFBI-2010,Chicken astrovirus,Avastrovirus,Astroviridae,,VF07-13/1,109,partial,United Kingdom,United Kingdom,Gallus gallus,,"Todd,D., Trudgett,J., McNeilly,F., McBride,N., Donnelly,B., Smyth,V.J., Jewhurst,H.L., Adair,B.M., Trudgett,J.S.",2007-07,2010-07-04,ssRNA(+)
GU222345,,Avian nephritis virus AFBI-2010,Chicken astrovirus,Avastrovirus,Astroviridae,,VF07-13/3,109,partial,United Kingdom,United Kingdom,Gallus gallus,,"Todd,D., Trudgett,J., McNeilly,F., McBride,N., Donnelly,B., Smyth,V.J., Jewhurst,H.L., Adair,B.M., Trudgett,J.S.",2007-07,2010-07-04,ssRNA(+)
GU222346,,Avian nephritis virus AFBI-2010,Chicken astrovirus,Avastrovirus,Astroviridae,,VF07-13/7,109,partial,United Kingdom,United Kingdom,Gallus gallus,,"Todd,D., Trudgett,J., McNeilly,F., McBride,N., Donnelly,B., Smyth,V.J., Jewhurst,H.L., Adair,B.M., Trudgett,J.S.",2007-07,2010-07-04,ssRNA(+)
GU222347,,Avian nephritis virus AFBI-2010,Chicken astrovirus,Avastrovirus,Astroviridae,,VF08-07/1,109,partial,United Kingdom,United Kingdom,Gallus gallus,,"Todd,D., Trudgett,J., McNeilly,F., McBride,N., Donnelly,B., Smyth,V.J., Jewhurst,H.L., Adair,B.M., Trudgett,J.S.",2008-02,2010-07-04,ssRNA(+)
GU222348,,Avian nephritis virus AFBI-2010,Chicken astrovirus,Avastrovirus,Astroviridae,,VF08-07/3,109,partial,United Kingdom,United Kingdom,Gallus gallus,,"Todd,D., Trudgett,J., McNeilly,F., McBride,N., Donnelly,B., Smyth,V.J., Jewhurst,H.L., Adair,B.M., Trudgett,J.S.",2008-02,2010-07-04,ssRNA(+)
HM450380,,Astrovirus MLB1 HK05,Mamastrovirus melbournense,Mamastrovirus,Astroviridae,,MLB1 HK05,6171,complete,Hong Kong,Hong Kong,Homo sapiens,feces,"Chu,D.K., Chin,A.W., Smith,G.J., Chan,K.H., Guan,Y., Peiris,J.S., Poon,L.L., Chu,D.K.W., Chin,A.W.H., Poon,L.L.M.",2005,2010-07-03,ssRNA(+)
HM450381,,Astrovirus rat/RS118/HKG/2007,Astrovirus rat/RS118/HKG/2007,,Astroviridae,,RS118,4940,partial,Hong Kong,Hong Kong,Rattus norvegicus,feces,"Chu,D.K., Chin,A.W., Smith,G.J., Chan,K.H., Guan,Y., Peiris,J.S., Poon,L.L., Chu,D.K.W., Chin,A.W.H., Poon,L.L.M.",2007,2010-07-03,ssRNA(+)
HM450382,,Astrovirus rat/RS126/HKG/2007,Astrovirus rat/RS126/HKG/2007,,Astroviridae,,RS126,4878,partial,Hong Kong,Hong Kong,Rattus norvegicus,feces,"Chu,D.K., Chin,A.W., Smith,G.J., Chan,K.H., Guan,Y., Peiris,J.S., Poon,L.L., Chu,D.K.W., Chin,A.W.H., Poon,L.L.M.",2007,2010-07-03,ssRNA(+)
HM450383,,Astrovirus rat/RS116/HKG/2007,Astrovirus rat/RS116/HKG/2007,,Astroviridae,,RS116,294,partial,Hong Kong,Hong Kong,Rattus norvegicus,feces,"Chu,D.K., Chin,A.W., Smith,G.J., Chan,K.H., Guan,Y., Peiris,J.S., Poon,L.L., Chu,D.K.W., Chin,A.W.H., Poon,L.L.M.",2007,2010-07-03,ssRNA(+)
HM450384,,Astrovirus rat/RS122/HKG/2007,Astrovirus rat/RS122/HKG/2007,,Astroviridae,,RS122,294,partial,Hong Kong,Hong Kong,Rattus norvegicus,feces,"Chu,D.K., Chin,A.W., Smith,G.J., Chan,K.H., Guan,Y., Peiris,J.S., Poon,L.L., Chu,D.K.W., Chin,A.W.H., Poon,L.L.M.",2007,2010-07-03,ssRNA(+)
HM450385,,Astrovirus rat/RS297/HKG/2008,Astrovirus rat/RS297/HKG/2008,,Astroviridae,,RS297,294,partial,Hong Kong,Hong Kong,Rattus norvegicus,feces,"Chu,D.K., Chin,A.W., Smith,G.J., Chan,K.H., Guan,Y., Peiris,J.S., Poon,L.L., Chu,D.K.W., Chin,A.W.H., Poon,L.L.M.",2008,2010-07-03,ssRNA(+)
HM450386,,Astrovirus rat/RS299/HKG/2008,Astrovirus rat/RS299/HKG/2008,,Astroviridae,,RS299,294,partial,Hong Kong,Hong Kong,Rattus norvegicus,feces,"Chu,D.K., Chin,A.W., Smith,G.J., Chan,K.H., Guan,Y., Peiris,J.S., Poon,L.L., Chu,D.K.W., Chin,A.W.H., Poon,L.L.M.",2008,2010-07-03,ssRNA(+)
FJ919225,,Duck astrovirus 1,Duck astrovirus GII.A,Avastrovirus,Astroviridae,,,7722,complete,China,China,Anatidae,liver,"Wang,X., Xu,Y., Xie,X., Fu,Y., Zhang,D.",,2010-06-30,ssRNA(+)
FJ919226,,Duck astrovirus 1,Duck astrovirus GII.A,Avastrovirus,Astroviridae,,,7722,complete,China,China,Anatidae,liver,"Wang,X., Xu,Y., Xie,X., Fu,Y., Zhang,D.",,2010-06-30,ssRNA(+)
FJ919227,,Duck astrovirus 1,Duck astrovirus GII.A,Avastrovirus,Astroviridae,,,7722,complete,China,China,Anatidae,liver,"Wang,X., Xu,Y., Xie,X., Fu,Y., Zhang,D.",,2010-06-30,ssRNA(+)
FJ919228,,Duck astrovirus 1,Duck astrovirus GII.A,Avastrovirus,Astroviridae,,,7722,complete,China,China,Anatidae,liver,"Wang,X., Xu,Y., Xie,X., Fu,Y., Zhang,D.",,2010-06-30,ssRNA(+)
HM237363,,Human astrovirus 6,Mamastrovirus hominis,Mamastrovirus,Astroviridae,6,Katano,6772,complete,,,,,"Nakanishi,A., Chapellier,B., Sakon,N., Ohishi,I., Tange,S.",,2010-06-28,ssRNA(+)
FW337974,,Human astrovirus,Human astrovirus,,Astroviridae,,,40,partial,,,,,"Weller,D.D., Hasshinga,J.N.",,2010-06-17,ssRNA(+)
FW337976,,Human astrovirus,Human astrovirus,,Astroviridae,,,20,partial,,,,,"Weller,D.D., Hasshinga,J.N.",,2010-06-17,ssRNA(+)
FW337977,,Human astrovirus,Human astrovirus,,Astroviridae,,,20,partial,,,,,"Weller,D.D., Hasshinga,J.N.",,2010-06-17,ssRNA(+)
HM228876,,Bat astrovirus GF-7a,Bat astrovirus GF-7a,,Astroviridae,,GF-7a,677,partial,USA,USA,Chiroptera,feces,"Li,L., Victoria,J.G., Wang,C., Jones,M., Fellers,G.M., Kunz,T.H., Delwart,E.",2009-09,2010-06-12,ssRNA(+)
HM060956,,Human astrovirus,Human astrovirus,,Astroviridae,,NM58983,203,partial,China,China,Homo sapiens,feces,"Li,C.Y., Liu,N., Guo,W.D., Yu,Q., Wang,W.R., Song,Z.Z., Yan,H., Luo,Y., Lu,A.T., Li,H.Y., Zhu,L., Duan,Z.J., Li,C., Duan,Z.",2009,2010-06-07,ssRNA(+)
HM060957,,Human astrovirus,Human astrovirus,,Astroviridae,,NM58945,203,partial,China,China,Homo sapiens,feces,"Li,C.Y., Liu,N., Guo,W.D., Yu,Q., Wang,W.R., Song,Z.Z., Yan,H., Luo,Y., Lu,A.T., Li,H.Y., Zhu,L., Duan,Z.J., Li,C., Duan,Z.",2009,2010-06-07,ssRNA(+)
HM060958,,Human astrovirus,Human astrovirus,,Astroviridae,,NM58946,203,partial,China,China,Homo sapiens,feces,"Li,C.Y., Liu,N., Guo,W.D., Yu,Q., Wang,W.R., Song,Z.Z., Yan,H., Luo,Y., Lu,A.T., Li,H.Y., Zhu,L., Duan,Z.J., Li,C., Duan,Z.",2009,2010-06-07,ssRNA(+)
HM060959,,Human astrovirus,Human astrovirus,,Astroviridae,,NM58947,203,partial,China,China,Homo sapiens,feces,"Li,C.Y., Liu,N., Guo,W.D., Yu,Q., Wang,W.R., Song,Z.Z., Yan,H., Luo,Y., Lu,A.T., Li,H.Y., Zhu,L., Duan,Z.J., Li,C., Duan,Z.",2009,2010-06-07,ssRNA(+)
HM060960,,Human astrovirus,Human astrovirus,,Astroviridae,,NM58948,203,partial,China,China,Homo sapiens,feces,"Li,C.Y., Liu,N., Guo,W.D., Yu,Q., Wang,W.R., Song,Z.Z., Yan,H., Luo,Y., Lu,A.T., Li,H.Y., Zhu,L., Duan,Z.J., Li,C., Duan,Z.",2009,2010-06-07,ssRNA(+)
HM060961,,Human astrovirus,Human astrovirus,,Astroviridae,,NM58950,185,partial,China,China,Homo sapiens,feces,"Li,C.Y., Liu,N., Guo,W.D., Yu,Q., Wang,W.R., Song,Z.Z., Yan,H., Luo,Y., Lu,A.T., Li,H.Y., Zhu,L., Duan,Z.J., Li,C., Duan,Z.",2009,2010-06-07,ssRNA(+)
HM060962,,Human astrovirus,Human astrovirus,,Astroviridae,,NM58951,203,partial,China,China,Homo sapiens,feces,"Li,C.Y., Liu,N., Guo,W.D., Yu,Q., Wang,W.R., Song,Z.Z., Yan,H., Luo,Y., Lu,A.T., Li,H.Y., Zhu,L., Duan,Z.J., Li,C., Duan,Z.",2009,2010-06-07,ssRNA(+)
HM060963,,Human astrovirus,Human astrovirus,,Astroviridae,,NM58962,194,partial,China,China,Homo sapiens,feces,"Li,C.Y., Liu,N., Guo,W.D., Yu,Q., Wang,W.R., Song,Z.Z., Yan,H., Luo,Y., Lu,A.T., Li,H.Y., Zhu,L., Duan,Z.J., Li,C., Duan,Z.",2009,2010-06-07,ssRNA(+)
HM060964,,Human astrovirus,Human astrovirus,,Astroviridae,,NM58967,203,partial,China,China,Homo sapiens,feces,"Li,C.Y., Liu,N., Guo,W.D., Yu,Q., Wang,W.R., Song,Z.Z., Yan,H., Luo,Y., Lu,A.T., Li,H.Y., Zhu,L., Duan,Z.J., Li,C., Duan,Z.",2009,2010-06-07,ssRNA(+)
HM060965,,Human astrovirus,Human astrovirus,,Astroviridae,,NM58968,191,partial,China,China,Homo sapiens,feces,"Li,C.Y., Liu,N., Guo,W.D., Yu,Q., Wang,W.R., Song,Z.Z., Yan,H., Luo,Y., Lu,A.T., Li,H.Y., Zhu,L., Duan,Z.J., Li,C., Duan,Z.",2009,2010-06-07,ssRNA(+)
HM060966,,Human astrovirus,Human astrovirus,,Astroviridae,,NM58974,194,partial,China,China,Homo sapiens,feces,"Li,C.Y., Liu,N., Guo,W.D., Yu,Q., Wang,W.R., Song,Z.Z., Yan,H., Luo,Y., Lu,A.T., Li,H.Y., Zhu,L., Duan,Z.J., Li,C., Duan,Z.",2009,2010-06-07,ssRNA(+)
HM060967,,Human astrovirus,Human astrovirus,,Astroviridae,,NM58979,185,partial,China,China,Homo sapiens,feces,"Li,C.Y., Liu,N., Guo,W.D., Yu,Q., Wang,W.R., Song,Z.Z., Yan,H., Luo,Y., Lu,A.T., Li,H.Y., Zhu,L., Duan,Z.J., Li,C., Duan,Z.",2009,2010-06-07,ssRNA(+)
HM060968,,Human astrovirus,Human astrovirus,,Astroviridae,,NM58982,203,partial,China,China,Homo sapiens,feces,"Li,C.Y., Liu,N., Guo,W.D., Yu,Q., Wang,W.R., Song,Z.Z., Yan,H., Luo,Y., Lu,A.T., Li,H.Y., Zhu,L., Duan,Z.J., Li,C., Duan,Z.",2009,2010-06-07,ssRNA(+)
GQ891990,,Astrovirus SG,Mamastrovirus virginiaense,Mamastrovirus,Astroviridae,,SG,6584,complete,USA,USA,Homo sapiens,,"Quan,P.L., Wagner,T.A., Briese,T., Torgerson,T.R., Hornig,M., Tashmukhamedova,A., Firth,C., Palacios,G., Baisre-De-Leon,A., Paddock,C.D., Hutchison,S.K., Egholm,M., Zaki,S.R., Goldman,J.E., Ochs,H.D., Lipkin,W.I., Quan,P.-L.",2007,2010-06-01,ssRNA(+)
GU248213,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,1,VCE15894,652,partial,Venezuela,Venezuela,Homo sapiens,feces,"Gonzalez,G.G., Liprandi,F., Ludert,J.E.",2003-03-17,2010-05-11,ssRNA(+)
GU248214,,Human astrovirus 1,Mamastrovirus hominis,Mamastrovirus,Astroviridae,1,VCE17775,648,partial,Venezuela,Venezuela,Homo sapiens,feces,"Gonzalez,G.G., Liprandi,F., Ludert,J.E.",2003-08-21,2010-05-11,ssRNA(+)
GU248215,,Human astrovirus 3,Mamastrovirus hominis,Mamastrovirus,Astroviridae,3,VCE15595,667,partial,Venezuela,Venezuela,Homo sapiens,feces,"Gonzalez,G.G., Liprandi,F., Ludert,J.E.",2003-02-21,2010-05-11,ssRNA(+)
GQ477383,,Human astrovirus,Human astrovirus,,Astroviridae,,,164,partial,India,India,Homo sapiens,,"Verma,H., Chitambar,S.D., Gopalkrishna,V.",2005-08,2010-05-04,ssRNA(+)
GQ477384,,Human astrovirus,Human astrovirus,,Astroviridae,,,180,partial,India,India,Homo sapiens,,"Verma,H., Chitambar,S.D., Gopalkrishna,V.",2006-02,2010-05-04,ssRNA(+)
GQ477385,,Human astrovirus,Human astrovirus,,Astroviridae,,,150,partial,India,India,Homo sapiens,,"Verma,H., Chitambar,S.D., Gopalkrishna,V.",2006-12,2010-05-04,ssRNA(+)
GQ477386,,Human astrovirus,Human astrovirus,,Astroviridae,,,176,partial,India,India,Homo sapiens,,"Verma,H., Chitambar,S.D., Gopalkrishna,V.",2007-02,2010-05-04,ssRNA(+)
GQ477387,,Human astrovirus,Human astrovirus,,Astroviridae,,,180,partial,India,India,Homo sapiens,,"Verma,H., Chitambar,S.D., Gopalkrishna,V.",2007-02,2010-05-04,ssRNA(+)
GQ477388,,Human astrovirus,Human astrovirus,,Astroviridae,,,179,partial,India,India,Homo sapiens,,"Verma,H., Chitambar,S.D., Gopalkrishna,V.",2007-02,2010-05-04,ssRNA(+)
GQ477389,,Human astrovirus,Human astrovirus,,Astroviridae,,,180,partial,India,India,Homo sapiens,,"Verma,H., Chitambar,S.D., Gopalkrishna,V.",2007-02,2010-05-04,ssRNA(+)
GQ477390,,Human astrovirus,Human astrovirus,,Astroviridae,,,175,partial,India,India,Homo sapiens,,"Verma,H., Chitambar,S.D., Gopalkrishna,V.",2004-12,2010-05-04,ssRNA(+)
GQ477391,,Human astrovirus,Human astrovirus,,Astroviridae,,,179,partial,India,India,Homo sapiens,,"Verma,H., Chitambar,S.D., Gopalkrishna,V.",2004-12,2010-05-04,ssRNA(+)
GQ477392,,Human astrovirus,Human astrovirus,,Astroviridae,,,185,partial,India,India,Homo sapiens,,"Verma,H., Chitambar,S.D., Gopalkrishna,V.",2004-12,2010-05-04,ssRNA(+)
GQ477393,,Human astrovirus,Human astrovirus,,Astroviridae,,,180,partial,India,India,Homo sapiens,,"Verma,H., Chitambar,S.D., Gopalkrishna,V.",2004-12,2010-05-04,ssRNA(+)
GQ477394,,Human astrovirus,Human astrovirus,,Astroviridae,,,174,partial,India,India,Homo sapiens,,"Verma,H., Chitambar,S.D., Gopalkrishna,V.",2005-01,2010-05-04,ssRNA(+)
GQ477395,,Human astrovirus,Human astrovirus,,Astroviridae,,,180,partial,India,India,Homo sapiens,,"Verma,H., Chitambar,S.D., Gopalkrishna,V.",2005-02,2010-05-04,ssRNA(+)
GQ477396,,Human astrovirus,Human astrovirus,,Astroviridae,,,180,partial,India,India,Homo sapiens,,"Verma,H., Chitambar,S.D., Gopalkrishna,V.",2005-02,2010-05-04,ssRNA(+)
GQ477397,,Human astrovirus,Human astrovirus,,Astroviridae,,,179,partial,India,India,Homo sapiens,,"Verma,H., Chitambar,S.D., Gopalkrishna,V.",2005-12,2010-05-04,ssRNA(+)
GQ477398,,Human astrovirus,Human astrovirus,,Astroviridae,,,159,partial,India,India,Homo sapiens,,"Verma,H., Chitambar,S.D., Gopalkrishna,V.",2006-01,2010-05-04,ssRNA(+)
GQ477399,,Human astrovirus,Human astrovirus,,Astroviridae,,,185,partial,India,India,Homo sapiens,,"Verma,H., Chitambar,S.D., Gopalkrishna,V.",2006-02,2010-05-04,ssRNA(+)
GQ477400,,Human astrovirus,Human astrovirus,,Astroviridae,,,176,partial,India,India,Homo sapiens,,"Verma,H., Chitambar,S.D., Gopalkrishna,V.",2007-03,2010-05-04,ssRNA(+)
GQ477401,,Human astrovirus,Human astrovirus,,Astroviridae,,,171,partial,India,India,Homo sapiens,,"Verma,H., Chitambar,S.D., Gopalkrishna,V.",2007-08,2010-05-04,ssRNA(+)
GQ477402,,Human astrovirus,Human astrovirus,,Astroviridae,,,179,partial,India,India,Homo sapiens,,"Verma,H., Chitambar,S.D., Gopalkrishna,V.",2007-05,2010-05-04,ssRNA(+)
GQ477403,,Human astrovirus,Human astrovirus,,Astroviridae,,,165,partial,India,India,Homo sapiens,,"Verma,H., Chitambar,S.D., Gopalkrishna,V.",2007-01,2010-05-04,ssRNA(+)
GQ477404,,Human astrovirus,Human astrovirus,,Astroviridae,,,180,partial,India,India,Homo sapiens,,"Verma,H., Chitambar,S.D., Gopalkrishna,V.",2007-05,2010-05-04,ssRNA(+)
GQ477405,,Human astrovirus,Human astrovirus,,Astroviridae,,,180,partial,India,India,Homo sapiens,,"Verma,H., Chitambar,S.D., Gopalkrishna,V.",2007-12,2010-05-04,ssRNA(+)
GQ477406,,Human astrovirus,Human astrovirus,,Astroviridae,,,173,partial,India,India,Homo sapiens,,"Verma,H., Chitambar,S.D., Gopalkrishna,V.",2008-01,2010-05-04,ssRNA(+)
GQ477407,,Human astrovirus,Human astrovirus,,Astroviridae,,,178,partial,India,India,Homo sapiens,,"Verma,H., Chitambar,S.D., Gopalkrishna,V.",2008-03,2010-05-04,ssRNA(+)
GQ477408,,Human astrovirus,Human astrovirus,,Astroviridae,,,174,partial,India,India,Homo sapiens,,"Verma,H., Chitambar,S.D., Gopalkrishna,V.",2008-03,2010-05-04,ssRNA(+)
GQ477409,,Human astrovirus,Human astrovirus,,Astroviridae,,,171,partial,India,India,Homo sapiens,,"Verma,H., Chitambar,S.D., Gopalkrishna,V.",2006-02,2010-05-04,ssRNA(+)
GQ477410,,Human astrovirus,Human astrovirus,,Astroviridae,,,161,partial,India,India,Homo sapiens,,"Verma,H., Chitambar,S.D., Gopalkrishna,V.",2004-12,2010-05-04,ssRNA(+)
GQ477411,,Human astrovirus,Human astrovirus,,Astroviridae,,,167,partial,India,India,Homo sapiens,,"Verma,H., Chitambar,S.D., Gopalkrishna,V.",2005-08,2010-05-04,ssRNA(+)
GQ477412,,Human astrovirus,Human astrovirus,,Astroviridae,,,163,partial,India,India,Homo sapiens,,"Verma,H., Chitambar,S.D., Gopalkrishna,V.",2006-03,2010-05-04,ssRNA(+)
GQ477413,,Human astrovirus,Human astrovirus,,Astroviridae,,,171,partial,India,India,Homo sapiens,,"Verma,H., Chitambar,S.D., Gopalkrishna,V.",2008-08,2010-05-04,ssRNA(+)
GU980969,,Mamastrovirus 2,Mamastrovirus felis,Mamastrovirus,Astroviridae,,,373,partial,Italy,Italy,Felis catus,feces,"Moschidou,P., Martella,V., Lorusso,E., Desario,C., Pinto,P., Losurdo,M., Catella,C., Parisi,A., Banyai,K., Buonavoglia,C.",2007,2010-04-26,ssRNA(+)
GU980970,,Mamastrovirus 2,Mamastrovirus felis,Mamastrovirus,Astroviridae,,,447,partial,Italy,Italy,Felis catus,feces,"Moschidou,P., Martella,V., Lorusso,E., Desario,C., Pinto,P., Losurdo,M., Catella,C., Parisi,A., Banyai,K., Buonavoglia,C.",2007,2010-04-26,ssRNA(+)
GU968922,,Turkey astrovirus 1,Avastrovirus meleagridis,Avastrovirus,Astroviridae,1,TAst-1/Brazil/2009/USP351-1B,203,partial,Brazil,Brazil,Meleagris gallopavo,,"Moura-Alvarez,J., Chacon,J.L., Bello,C.P., Mettifogo,E., Scanavini,L.S., Ferreira,A.J.P., Ferreira,C.A.",2009-05-27,2010-04-24,ssRNA(+)
GU938472,,Turkey astrovirus 1,Avastrovirus meleagridis,Avastrovirus,Astroviridae,,TAst-1/Brazil/2009/USP04-3,203,partial,Brazil,Brazil,Meleagris gallopavo,,"Moura-Alvarez,J., Chacon,J.L., Bello,C.P., Mettifogo,E., Scanavini,L.S., Ferreira,A.J.P., Ferreira,C.A.",2008-02-13,2010-04-20,ssRNA(+)
GU938473,,Turkey astrovirus 1,Avastrovirus meleagridis,Avastrovirus,Astroviridae,1,TAst-1/Brazil/2009/USP350-3B,231,partial,Brazil,Brazil,Meleagris gallopavo,,"Moura-Alvarez,J., Chacon,J.L., Bello,C.P., Mettifogo,E., Scanavini,L.S., Ferreira,A.J.P., Ferreira,C.A.",2009-05-27,2010-04-20,ssRNA(+)
GU938474,,Turkey astrovirus 1,Avastrovirus meleagridis,Avastrovirus,Astroviridae,1,TAst-1/Brazil/2009/USP351-1A,214,partial,Brazil,Brazil,Meleagris gallopavo,,"Moura-Alvarez,J., Chacon,J.L., Bello,C.P., Mettifogo,E., Scanavini,L.S., Ferreira,A.J.P., Ferreira,C.A.",2009-05-27,2010-04-20,ssRNA(+)
FJ842147,,Human astrovirus,Human astrovirus,,Astroviridae,,NK180,1721,partial,Kenya,Kenya,Homo sapiens,,"Wolfaardt,M., Kiulia,N.M., Mwenda,J.M., Taylor,M.B.",1999-07-15,2010-04-01,ssRNA(+)
FJ842148,,Human astrovirus,Human astrovirus,,Astroviridae,,NK180,281,partial,Kenya,Kenya,Homo sapiens,,"Wolfaardt,M., Kiulia,N.M., Mwenda,J.M., Taylor,M.B.",1999-07-15,2010-04-01,ssRNA(+)
FJ842149,,Human astrovirus,Human astrovirus,,Astroviridae,,NK180,244,partial,Kenya,Kenya,Homo sapiens,,"Wolfaardt,M., Kiulia,N.M., Mwenda,J.M., Taylor,M.B.",1999-07-15,2010-04-01,ssRNA(+)
GU732187,,Human astrovirus 3,Mamastrovirus hominis,Mamastrovirus,Astroviridae,,Rus-Nsc08-3364,6828,partial,Russia,Russia,Homo sapiens,,"Babkin,I.V., Tikunov,A.Y., Zhirakovskaia,E.V., Netesov,S.V., Tikunova,N.V., Zhirakovskaya,E.V.",2008-04-21,2010-03-30,ssRNA(+)
GU585493,,Chicken astrovirus 1 USP336-1/Brazil/2009,Chicken astrovirus,Avastrovirus,Astroviridae,,USP336-1/Brazil/2009,362,partial,Brazil,Brazil,Gallus gallus,,"Mettifogo,E., Bello,C.P., Chacon,J.L., Scanavini,L.S., Ferreira,C.S.A., Yamaguti,M., Jones,R.C., Ferreira,A.J.P., Moura-Alvarez,J., Astolfi-Ferreira,C.S.",2009-03,2010-03-23,ssRNA(+)
GU585494,,Chicken astrovirus 1 USP336-2/Brazil/2009,Chicken astrovirus,Avastrovirus,Astroviridae,,USP336-2/Brazil/2009,362,partial,Brazil,Brazil,Gallus gallus,,"Mettifogo,E., Bello,C.P., Chacon,J.L., Scanavini,L.S., Ferreira,C.S.A., Yamaguti,M., Jones,R.C., Ferreira,A.J.P., Moura-Alvarez,J., Astolfi-Ferreira,C.S.",2009-03-20,2010-03-23,ssRNA(+)
GU585495,,Chicken astrovirus 1 USP337-1/Brazil/2009,Chicken astrovirus,Avastrovirus,Astroviridae,,USP337-1/Brazil/2009,362,partial,Brazil,Brazil,Gallus gallus,,"Mettifogo,E., Bello,C.P., Chacon,J.L., Scanavini,L.S., Ferreira,C.S.A., Yamaguti,M., Jones,R.C., Ferreira,A.J.P., Moura-Alvarez,J., Astolfi-Ferreira,C.S.",2009-03-25,2010-03-23,ssRNA(+)
GU585496,,Chicken astrovirus 1 USP337-2/Brazil/2009,Chicken astrovirus,Avastrovirus,Astroviridae,,USP337-2/Brazil/2009,362,partial,Brazil,Brazil,Gallus gallus,,"Mettifogo,E., Bello,C.P., Chacon,J.L., Scanavini,L.S., Ferreira,C.S.A., Yamaguti,M., Jones,R.C., Ferreira,A.J.P., Moura-Alvarez,J., Astolfi-Ferreira,C.S.",2009-03-25,2010-03-23,ssRNA(+)
FV536966,,Human astrovirus,Human astrovirus,,Astroviridae,,,6813,partial,,,,,"Millar,D.S., Meruki,J.R.",,2010-03-18,ssRNA(+)
FV536967,,Human astrovirus,Human astrovirus,,Astroviridae,,,6813,partial,,,,,"Millar,D.S., Meruki,J.R.",,2010-03-18,ssRNA(+)
FV536968,,Human astrovirus,Human astrovirus,,Astroviridae,,,6813,partial,,,,,"Millar,D.S., Meruki,J.R.",,2010-03-18,ssRNA(+)
FV536969,,Human astrovirus,Human astrovirus,,Astroviridae,,,6813,partial,,,,,"Millar,D.S., Meruki,J.R.",,2010-03-18,ssRNA(+)
FJ476291,,Chicken astrovirus,Chicken astrovirus,Avastrovirus,Astroviridae,,1009,453,partial,United Kingdom,United Kingdom,,,"Smyth,V.J., Jewhurst,H.L., Adair,B.M., Todd,D.",2005-01,2010-03-17,ssRNA(+)
FJ476292,,Chicken astrovirus,Chicken astrovirus,Avastrovirus,Astroviridae,,11522,453,partial,United Kingdom,United Kingdom,,,"Smyth,V.J., Jewhurst,H.L., Adair,B.M., Todd,D.",2003-08,2010-03-17,ssRNA(+)
FJ476293,,Chicken astrovirus,Chicken astrovirus,Avastrovirus,Astroviridae,,FP3,453,partial,United Kingdom,United Kingdom,,,"Smyth,V.J., Jewhurst,H.L., Adair,B.M., Todd,D.",1983-05,2010-03-17,ssRNA(+)
FJ476294,,Chicken astrovirus,Chicken astrovirus,Avastrovirus,Astroviridae,,612,453,partial,South Africa,South Africa,,,"Smyth,V.J., Jewhurst,H.L., Adair,B.M., Todd,D.",1988-10,2010-03-17,ssRNA(+)
FJ476295,,Chicken astrovirus,Chicken astrovirus,Avastrovirus,Astroviridae,,P22-08.8.00,453,partial,Netherlands,Netherlands,,,"Smyth,V.J., Jewhurst,H.L., Adair,B.M., Todd,D.",1981,2010-03-17,ssRNA(+)
FJ476296,,Chicken astrovirus,Chicken astrovirus,Avastrovirus,Astroviridae,,VF04-01/2,453,partial,United Kingdom,United Kingdom,,,"Smyth,V.J., Jewhurst,H.L., Adair,B.M., Todd,D.",2004-10,2010-03-17,ssRNA(+)
FJ476297,,Chicken astrovirus,Chicken astrovirus,Avastrovirus,Astroviridae,,VF04-01/11,453,partial,United Kingdom,United Kingdom,,,"Smyth,V.J., Jewhurst,H.L., Adair,B.M., Todd,D.",2004-10,2010-03-17,ssRNA(+)
